Course Name,Difficulty Level,Course Rating,Course URL,category,skills_clean
Predictive Analytics for Business with H2O in R,Beginner,4.9,https://www.coursera.org/learn/predictive-analytics-business-h2o-r,Data Science & ML,applied machine learning predictive analytics label human resources training modeling data analysis ordered pair microsoft excel machine learning data-science machine-learning
Lesson | Get Ready for the Interview,Beginner,4.6,https://www.coursera.org/learn/lesson-get-ready-for-the-interview,Data Science & ML,online learning community language interview culture japanese language deep learning c++ online interview language learning english language language-learning learning-english
System Validation (3): Requirements by modal formulas,Advanced,4.3,https://www.coursera.org/learn/system-validation-modal-formulas,Web Development,javascript logic modulo operation system v boolean algebra modal ?-calculus fixed-point combinator c dynamic memory allocation deadlock transition system computer-science software-development
Building Machine Learning Pipelines in PySpark MLlib,Beginner,4.5,https://www.coursera.org/learn/spark-machine-learning-pipeline-python,Data Science & ML,rowing training python programming test set regression analysis performance regression modeling machine learning validator data-science machine-learning
Python Data Analysis,Advanced,4.6,https://www.coursera.org/learn/python-analysis,Data Science & ML,data visualization jpeg dict python programming data analysis web scraping analysis nest computer programming recursion computer-science software-development
Creating New BigQuery Datasets and Visualizing Insights,Intermediate,4.6,https://www.coursera.org/learn/gcp-creating-bigquery-datasets-visualizing-insights,Data Science & ML,data visualization cloud platforms cloud computing sql join (sql) union (sql) sources google cloud platform externality bigquery information-technology data-management
Deploying Machine Learning Models,Beginner,3.2,https://www.coursera.org/learn/deploying-machine-learning-models,Data Science & ML,gradient descent mathematical optimization euler's totient function big data machine learning gradient system u recommender systems python programming deep learning data-science data-analysis
Learn Object Oriented Programming With C++,Advanced,4.3,https://www.coursera.org/learn/learn-object-oriented-programming-with-cpp,Data Science & ML,c++ computer programming python programming data type recursively enumerable set object-oriented programming euler's totient function ordered pair command-line interface project computer-science software-development
Exploratory Data Analysis With Python and Pandas,Beginner,4.7,https://www.coursera.org/learn/exploratory-data-analysis-python-pandas,Data Science & ML,data analysis analysis exploratory data analysis pandas data visualization univariate analysis python programming project numpy data-science data-analysis
Intro to Time Series Analysis in R,Beginner,4.4,https://www.coursera.org/learn/intro-time-series-analysis-in-r,Data Science & ML,analysis autocorrelation time series analysis time series r programming series a round modeling time series models time series forecasting project data-science probability-and-statistics
A Crash Course in Data Science,Intermediate,4.4,https://www.coursera.org/learn/data-science-course,Data Science & ML,analysis machine learning software human learning data analysis general statistics exploratory data analysis leadership and management software engineering project data-science data-analysis
